ValueDate,TheValue
2013-02-01,14.2150
2013-01-31,14.3300
2013-01-30,14.2358
2013-01-29,14.2849
2013-01-28,14.0991
2013-01-25,14.2068
2013-01-24,14.3261
2013-01-23,14.0686
2013-01-22,13.9867
2013-01-21,14.0991
2013-01-18,14.1389
2013-01-17,14.0515
2013-01-16,14.1938
2013-01-15,14.0405
2013-01-14,14.0586
2013-01-11,14.0106
2013-01-10,13.7651
2013-01-09,13.7626
2013-01-08,13.8094
2013-01-07,13.8125
2013-01-04,13.8585
2013-01-03,13.8318
2013-01-02,13.7897
2012-12-31,13.7112
2012-12-28,13.6884
2012-12-27,13.8415
2012-12-24,13.8721
2012-12-21,13.8862
2012-12-20,13.8366
2012-12-19,13.8023
2012-12-18,13.8734
2012-12-14,13.9493
2012-12-13,13.9452
2012-12-12,13.9758
2012-12-11,13.9373
2012-12-10,13.9032
2012-12-07,13.9585
2012-12-06,14.0916
2012-12-05,14.1663
2012-12-04,14.2656
2012-12-03,14.2637
2012-11-30,14.0827
2012-11-29,14.0579
2012-11-28,14.1499
2012-11-27,14.1640
2012-11-26,14.1873
2012-11-23,14.2653
2012-11-22,14.2761
2012-11-21,14.1811
2012-11-20,14.1019
2012-11-19,14.0740
2012-11-16,14.1161
2012-11-15,14.1315
2012-11-14,13.9774
2012-11-13,13.9687
2012-11-12,13.8332
2012-11-09,13.8930
2012-11-08,13.8196
2012-11-07,13.7830
2012-11-06,13.9562
2012-11-05,14.0592
2012-11-02,13.9375
2012-11-01,13.9916
2012-10-31,13.8916
2012-10-30,13.9187
2012-10-29,13.9416
2012-10-26,14.1049
2012-10-25,14.0002
2012-10-24,14.0266
2012-10-23,13.9379
2012-10-22,13.8338
2012-10-19,13.8902
2012-10-18,13.9107
2012-10-17,14.0655
2012-10-16,14.1168
2012-10-15,14.0463
2012-10-12,13.8553
2012-10-11,13.8818
2012-10-10,13.8829
2012-10-09,14.1511
2012-10-08,14.2437
2012-10-05,13.9943
2012-10-04,13.6637
2012-10-03,13.5700
2012-10-02,13.4724
2012-10-01,13.3659
2012-09-28,13.3438
2012-09-27,13.2735
2012-09-26,13.2867
2012-09-25,13.3148
2012-09-21,13.4540
2012-09-20,13.5003
2012-09-19,13.3321
2012-09-18,13.4212
2012-09-17,13.4143
2012-09-14,13.3776
2012-09-13,13.5140
2012-09-12,13.1904
2012-09-11,13.1712
2012-09-10,13.1295
2012-09-07,13.1660
2012-09-06,13.3180
2012-09-05,13.3981
2012-09-04,13.2929
2012-09-03,13.3715
2012-08-31,13.3195
2012-08-30,13.3564
2012-08-29,13.3195
2012-08-28,13.2784
2012-08-27,13.2945
2012-08-24,13.2544
2012-08-23,13.1234
2012-08-22,13.1080
2012-08-21,13.0233
2012-08-20,13.0479
2012-08-17,12.9896
2012-08-16,12.9484
2012-08-15,12.8621
2012-08-14,12.7486
2012-08-13,12.7380
2012-08-10,12.6847
2012-08-08,12.7602
2012-08-07,12.7536
2012-08-06,12.7180
2012-08-03,12.9002
2012-08-02,12.9371
2012-08-01,12.8800
2012-07-31,12.8774
2012-07-30,12.8806
2012-07-27,12.9262
2012-07-26,13.0371
2012-07-25,13.1394
2012-07-24,13.0971
2012-07-23,13.0690
2012-07-20,12.8550
2012-07-19,12.7481
2012-07-18,12.7953
