ValueDate,TheValue
2014-03-25,0.5731
2014-03-24,0.5710
2014-03-20,0.5729
2014-03-19,0.5792
2014-03-18,0.5746
2014-03-17,0.5777
2014-03-14,0.5707
2014-03-13,0.5694
2014-03-12,0.5635
2014-03-11,0.5724
2014-03-10,0.5719
2014-03-07,0.5773
2014-03-06,0.5735
2014-03-05,0.5698
2014-03-04,0.5673
2014-03-03,0.5702
2014-02-28,0.5734
2014-02-27,0.5670
2014-02-26,0.5699
2014-02-25,0.5654
2014-02-24,0.5570
2014-02-21,0.5524
2014-02-20,0.5488
2014-02-19,0.5556
2014-02-18,0.5579
2014-02-17,0.5588
2014-02-14,0.5518
2014-02-13,0.5488
2014-02-12,0.5537
2014-02-11,0.5448
2014-02-10,0.5440
2014-02-07,0.5492
2014-02-06,0.5438
2014-02-05,0.5448
2014-02-04,0.5420
2014-02-03,0.5432
2014-01-31,0.5425
2014-01-30,0.5336
2014-01-29,0.5517
2014-01-28,0.5471
2014-01-27,0.5403
2014-01-24,0.5493
2014-01-23,0.5543
2014-01-22,0.5599
2014-01-21,0.5580
2014-01-20,0.5563
2014-01-17,0.5567
2014-01-16,0.5535
2014-01-15,0.5565
2014-01-14,0.5561
2014-01-13,0.5644
2014-01-10,0.5622
2014-01-09,0.5606
2014-01-08,0.5673
2014-01-07,0.5673
2014-01-06,0.5661
2014-01-03,0.5701
2014-01-02,0.5713
2013-12-31,0.5783
2013-12-30,0.5794
2013-12-27,0.5863
2013-12-24,0.5870
2013-12-23,0.5868
2013-12-20,0.5814
2013-12-19,0.5877
2013-12-18,0.5876
2013-12-17,0.5895
2013-12-13,0.5836
2013-12-12,0.5844
2013-12-11,0.5865
2013-12-10,0.5864
2013-12-09,0.5878
2013-12-06,0.5807
2013-12-05,0.5810
2013-12-04,0.5871
2013-12-03,0.5918
2013-12-02,0.5995
2013-11-29,0.5979
2013-11-28,0.5957
2013-11-27,0.6003
2013-11-26,0.6035
2013-11-25,0.6050
2013-11-22,0.6020
2013-11-21,0.5994
2013-11-20,0.5992
2013-11-19,0.6032
2013-11-18,0.6003
2013-11-15,0.5963
2013-11-14,0.5917
2013-11-13,0.5881
2013-11-12,0.5849
2013-11-11,0.5897
2013-11-08,0.5927
2013-11-07,0.5931
2013-11-06,0.5958
2013-11-05,0.5997
2013-11-04,0.6001
2013-11-01,0.6061
2013-10-31,0.6121
2013-10-30,0.6167
2013-10-29,0.6180
2013-10-28,0.6214
2013-10-25,0.6197
2013-10-24,0.6222
2013-10-23,0.6207
2013-10-22,0.6185
2013-10-21,0.6197
2013-10-18,0.6195
2013-10-17,0.6185
2013-10-16,0.6121
2013-10-15,0.6167
2013-10-14,0.6158
2013-10-11,0.6186
2013-10-10,0.6133
2013-10-09,0.6121
2013-10-08,0.6128
2013-10-07,0.6098
2013-10-04,0.6113
2013-10-03,0.6087
2013-10-02,0.6044
2013-10-01,0.6133
2013-09-30,0.6060
2013-09-27,0.6056
2013-09-26,0.6134
2013-09-25,0.6210
2013-09-23,0.6203
2013-09-20,0.6290
2013-09-19,0.6362
2013-09-18,0.6224
2013-09-17,0.6228
2013-09-16,0.6270
2013-09-13,0.6139
2013-09-12,0.6159
2013-09-11,0.6157
2013-09-10,0.6111
2013-09-09,0.6135
2013-09-06,0.6010
2013-09-05,0.5943
2013-09-04,0.5967
2013-09-03,0.5956
2013-09-02,0.5996
2013-08-30,0.5922
2013-08-29,0.5930
2013-08-28,0.5887
