ValueDate,TheValue
2013-08-08,9.8878
2013-08-07,9.9347
2013-08-06,9.8393
2013-08-05,9.8098
2013-08-02,10.0203
2013-08-01,9.8915
2013-07-31,9.8551
2013-07-30,9.8168
2013-07-29,9.8185
2013-07-26,9.6993
2013-07-25,9.7847
2013-07-24,9.6933
2013-07-23,9.8170
2013-07-22,9.8126
2013-07-19,9.9104
2013-07-18,9.8415
2013-07-17,9.8604
2013-07-16,9.9081
2013-07-15,9.9116
2013-07-12,10.0340
2013-07-11,9.9380
2013-07-10,10.0028
2013-07-09,10.0620
2013-07-08,10.2698
2013-07-05,10.0284
2013-07-04,10.0562
2013-07-03,10.0616
2013-07-02,9.8980
2013-07-01,9.8918
2013-06-28,9.9655
2013-06-27,10.0445
2013-06-26,10.0604
2013-06-25,9.9696
2013-06-24,10.2195
2013-06-21,10.2354
2013-06-20,10.2832
2013-06-19,9.9223
2013-06-18,10.0265
2013-06-14,9.8735
2013-06-13,10.0322
2013-06-12,9.9853
2013-06-11,10.2511
2013-06-10,10.1561
2013-06-07,9.9308
2013-06-06,9.9987
2013-06-05,9.8587
2013-06-04,9.7660
2013-06-03,10.0406
2013-05-31,10.1985
2013-05-30,9.7869
2013-05-29,9.8325
2013-05-28,9.6863
2013-05-27,9.6032
2013-05-24,9.5356
2013-05-23,9.6623
2013-05-22,9.5215
2013-05-21,9.4979
2013-05-20,9.3931
2013-05-17,9.4113
2013-05-16,9.3094
2013-05-15,9.2575
2013-05-14,9.1962
2013-05-13,9.0973
2013-05-10,9.0547
2013-05-09,8.9974
2013-05-08,9.0483
2013-05-07,9.0356
2013-05-06,8.9623
2013-05-03,8.9527
2013-05-02,9.0441
2013-04-30,8.9686
2013-04-29,9.0641
2013-04-26,9.1508
2013-04-25,9.0875
2013-04-24,9.2177
2013-04-23,9.3004
2013-04-22,9.2977
2013-04-19,9.1533
2013-04-18,9.1755
2013-04-17,9.1411
2013-04-16,9.2137
2013-04-15,9.0170
2013-04-12,8.9339
2013-04-11,8.8762
2013-04-10,8.9074
2013-04-09,8.9786
2013-04-08,9.0625
2013-04-05,9.1574
2013-04-04,9.2699
2013-04-03,9.2332
2013-04-02,9.1912
2013-03-28,9.2521
2013-03-27,9.2861
2013-03-26,9.2576
2013-03-25,9.2372
2013-03-22,9.3247
2013-03-20,9.2178
2013-03-19,9.2023
2013-03-18,9.2196
2013-03-15,9.1910
2013-03-14,9.2442
2013-03-13,9.1464
2013-03-12,9.2005
2013-03-11,9.1116
2013-03-08,9.1336
2013-03-07,9.1014
2013-03-06,9.0333
2013-03-05,9.0591
2013-03-04,9.0864
2013-03-01,9.0296
